u_brthyr,age_5,sc1714,ws1_2012,ws1_2032,ws1_2034,ws1_2036,ws1_2038,ws1cal01,ws1cal02,ws1cal03,ws1cal04,ws1imp04,ws2cal01,ws2cal02,ws2cal03,ws2cal04,ws2imp04,ws1_2024,vetstat,ws1_2028,ws1impo5,ws2impo5,ws1_wks4,ws1_wks3,ws1_wks2,ws1_wks1,fnlwgt_5,u_brthmn,rsncode,ws1_2026,agric1,trans1,trade1,finins1,service1,public1,profes1,manage1,cleric1,labor1,other1,educ,nrace,nmar,health,srvperd,nvstat,kwage,mhrs4,w4,mhrs3,w3,mhrs2,w2,mhrs1,w1,agesq,edsq,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12
1946,37,,,,,,,,,,,,,,,,,,2,,,,,,,,40797293,11,1,,,,,,,,,,,,,8,0,0,0,,0,,,,,,,,,,1369,64,0,0,0,0,0,0,0,0,0,0,1,0
1951,32,1,1,502,402,402,502,,,,,,,,,,,30,2,3.3499999,,,4,5,4,4,67288217,6,0,1,1,0,0,0,0,0,0,0,0,0,0,7,1,1,1,,0,3.3499999,120,4.1833334,150,2.6800001,120,3.3499999,120,4.1833334,1024,49,0,0,0,0,0,1,0,0,0,0,0,0
1953,30,1,1,1280,1120,960,,,,,,,,,,,,40,2,8,,,4,5,3,,44324014,11,0,1,0,0,0,0,0,0,0,0,0,1,0,13,1,0,0,,0,8,160,8,200,5.5999999,120,8,,,900,169,0,0,0,0,0,0,0,0,0,0,1,0
1950,33,1,1,352,469,469,586,,,,,,,,,,,35,2,3.3499999,,,2,5,4,4,72606485,3,1,1,1,0,0,0,0,0,0,0,0,1,0,11,1,1,0,,0,3.3499999,70,5.0285716,175,2.6800001,140,3.3499999,140,4.1857142,1089,121,0,0,1,0,0,0,0,0,0,0,0,0
1951,32,1,4,1200,1200,1200,1200,,,,,,,,,,,40,2,,,,4,5,4,4,41829730,10,0,2,0,0,0,0,1,0,1,0,0,0,0,16,0,0,0,,0,7.5,160,7.5,200,6,160,7.5,160,7.5,1024,256,0,0,0,0,0,0,0,0,0,1,0,0
1944,39,1,1,800,400,400,400,,,,,,,,,,,24,2,10,,,4,5,4,4,42528423,10,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,0,10,96,8.333333,120,3.3333333,96,4.1666665,96,4.1666665,1521,144,0,0,0,0,0,0,0,0,0,1,0,0
1950,33,1,1,800,640,640,800,,,,,,,,,,,40,1,4,,,4,5,4,4,74394864,7,1,1,0,1,0,0,0,0,0,0,0,1,0,8,0,1,0,1,1,4,160,5,200,3.2,160,4,160,5,1089,64,0,0,0,0,0,0,1,0,0,0,0,0
1948,35,1,3,2698,2698,2698,2698,,,,,,,,,,,40,2,,,,4,5,4,4,29648453,3,0,2,0,0,0,0,0,0,1,0,0,0,0,16,0,0,0,,0,16.862499,160,16.862499,200,13.49,160,16.862499,160,16.862499,1225,256,0,0,1,0,0,0,0,0,0,0,0,0
1951,32,1,1,3350,3350,3350,3350,,,,,,,,,,,48,2,13.13,,,4,5,4,4,41545052,7,0,1,0,1,0,0,0,0,0,0,0,0,0,14,0,1,0,,0,13.13,192,17.447916,240,13.958333,192,17.447916,192,17.447916,1024,196,0,0,0,0,0,0,1,0,0,0,0,0
1948,35,2,,,,,,,,,,,,,,,,,2,,,,,,,,30460041,10,0,,,,,,,,,,,,,14,0,0,0,,0,,,,,,,,,,1225,196,0,0,0,0,0,0,0,0,0,1,0,0
1950,33,1,1,2300,2300,1500,2500,,,,,,,,,,,70,2,,,,4,5,4,4,28847801,9,0,2,0,1,0,0,0,0,0,0,0,1,0,12,0,0,0,,0,8.2142859,280,8.2142859,350,6.5714288,280,5.3571429,280,8.9285717,1089,144,0,0,0,0,0,0,0,0,1,0,0,0
1952,31,,,,,,,,,,,,,,,,,,2,,,,,,,,60649110,12,0,,,,,,,,,,,,,17,0,0,0,,0,,,,,,,,,,961,289,0,0,0,0,0,0,0,0,0,0,0,1
1945,38,2,,,,,,,,,,,,,,,,,2,,,,,,,,32281326,6,1,,,,,,,,,,,,,17,0,1,0,,0,,,,,,,,,,1444,289,0,0,0,0,0,1,0,0,0,0,0,0
1947,36,2,,,,,,,,,,,,,,,,,2,,,,,,,,31765558,11,1,,,,,,,,,,,,,14,0,0,1,,0,,,,,,,,,,1296,196,0,0,0,0,0,0,0,0,0,0,1,0
1951,32,1,1,350,1250,1000,1000,,1,1,1,,,,,,,40,2,6.25,,,4,5,4,4,28847801,10,1,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,,0,6.25,160,2.1875,200,6.25,160,6.25,160,6.25,1024,196,0,0,0,0,0,0,0,0,0,1,0,0
1946,37,,,,,,,,,,,,,,,,,,1,,,,,,,,55412573,7,1,,,,,,,,,,,,,14,0,0,1,1,1,,,,,,,,,,1369,196,0,0,0,0,0,0,1,0,0,0,0,0
1943,40,1,4,1220,1220,1220,1830,,,,,,,,,,,40,2,7.1399999,,,4,5,4,4,32273746,2,999,1,0,0,0,0,1,0,0,0,0,0,0,12,0,1,0,,0,7.1399999,160,7.625,200,6.0999999,160,7.625,160,11.4375,1600,144,0,1,0,0,0,0,0,0,0,0,0,0
1950,33,,,,,,,,,,,,,,,,,,2,,,,,,,,42106784,7,1,,,,,,,,,,,,,8,0,0,1,,0,,,,,,,,,,1089,64,0,0,0,0,0,0,1,0,0,0,0,0
1946,37,3,4,2400,2400,2400,2400,,,,,,,,,,,56,1,9.2600002,,,4,5,4,4,28713322,11,1,1,0,0,0,0,0,1,0,0,0,0,1,18,0,0,0,1,1,9.2600002,224,10.714286,280,8.5714283,224,10.714286,224,10.714286,1369,324,0,0,0,0,0,0,0,0,0,0,1,0
1950,33,2,,,,,,,,,,,,,,,,,2,,,,,,,,43795410,10,0,,,,,,,,,,,,,18,0,1,0,,0,,,,,,,,,,1089,324,0,0,0,0,0,0,0,0,0,1,0,0
1944,39,1,1,2000,2000,2000,1600,,,,,,,,,,,40,1,10.5,,,4,5,4,4,29648453,10,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,1,10.5,160,12.5,200,10,160,12.5,160,10,1521,169,0,0,0,0,0,0,0,0,0,1,0,0
1943,40,2,,,,,,,,,,,,,,,,,1,,,,,,,,30554214,4,999,,,,,,,,,,,,,18,0,0,0,1,1,,,,,,,,,,1600,324,0,0,0,1,0,0,0,0,0,0,0,0
1948,35,1,1,,700,700,700,,,,,,,,,,,30,1,8,,,4,5,4,4,47569626,9,1,1,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,1,1,8,120,,150,4.6666665,120,5.8333335,120,5.8333335,1225,144,0,0,0,0,0,0,0,0,1,0,0,0
1950,33,1,1,720,900,720,720,,1,,,,,,,,,40,1,4.5,,,4,5,4,4,64491140,10,1,1,0,0,1,0,0,0,0,0,0,1,0,11,1,1,1,1,1,4.5,160,4.5,200,4.5,160,4.5,160,4.5,1089,121,0,0,0,0,0,0,0,0,0,1,0,0
1943,40,1,3,4800,4800,4800,4800,,,,,,,,,,,60,2,,,,4,5,4,4,39050247,9,999,2,0,0,0,0,1,0,1,0,0,0,0,18,0,0,0,,0,20,240,20,300,16,240,20,240,20,1600,324,0,0,0,0,0,0,0,0,1,0,0,0
1951,32,,,,,,,,,,,,,,,,,,2,,,,,,,,60161858,8,0,,,,,,,,,,,,,12,0,1,1,,0,,,,,,,,,,1024,144,0,0,0,0,0,0,0,1,0,0,0,0
1943,40,1,1,1750,1400,1400,1750,,,,,,,,,,,40,2,8.75,,,4,5,4,4,37887718,7,999,1,0,0,1,0,0,0,0,0,1,0,0,12,0,0,0,,0,8.75,160,10.9375,200,7,160,8.75,160,10.9375,1600,144,0,0,0,0,0,0,1,0,0,0,0,0
1946,37,1,1,1600,1600,1600,1600,,,,,,,,,,,40,1,9.4399996,,,4,5,4,4,54123908,8,0,1,0,0,0,0,1,0,0,0,0,0,0,12,1,0,0,1,1,9.4399996,160,10,200,8,160,10,160,10,1369,144,0,0,0,0,0,0,0,1,0,0,0,0
1947,36,,,,,,,,,,,,,,,,,,2,,,,,,,,42853051,5,1,,,,,,,,,,,,,12,1,0,0,,0,,,,,,,,,,1296,144,0,0,0,0,1,0,0,0,0,0,0,0
1951,32,,,,,,,,,,,,,,,,,,2,,,,,,,,42106784,6,0,,,,,,,,,,,,,3,1,0,1,,0,,,,,,,,,,1024,9,0,0,0,0,0,1,0,0,0,0,0,0
1946,37,1,1,2550,2550,2550,2550,,,,,,,,,,,40,1,,,,4,5,4,4,57149497,10,1,2,0,0,1,0,0,0,0,0,1,0,0,13,0,1,0,1,1,15.9375,160,15.9375,200,12.75,160,15.9375,160,15.9375,1369,169,0,0,0,0,0,0,0,0,0,1,0,0
1947,36,,,,,,,,,,,,,,,,,,2,,,,,,,,36574273,7,1,,,,,,,,,,,,,,1,0,0,,0,,,,,,,,,,1296,,0,0,0,0,0,0,1,0,0,0,0,0
1947,36,1,1,2378,2972,2378,2378,,,,,,,,,,,50,1,13.21,,,4,5,4,4,44327434,9,0,1,0,0,0,0,0,0,0,0,0,1,0,12,0,1,0,1,1,13.21,200,11.89,250,11.888,200,11.89,200,11.89,1296,144,0,0,0,0,0,0,0,0,1,0,0,0
1954,29,1,1,1400,1400,1400,1400,,,,,,,,,,,38,2,,,,4,5,4,4,43258879,5,999,2,0,0,1,0,0,0,0,0,1,0,0,13,0,1,0,,0,9.2105265,152,9.2105265,190,7.3684211,152,9.2105265,152,9.2105265,841,169,0,0,0,0,1,0,0,0,0,0,0,0
1946,37,1,1,2700,2700,2700,2700,,,,,,,,,,,40,2,,,,4,5,4,4,41729880,10,0,2,0,0,0,0,1,0,0,1,0,0,0,18,0,0,0,,0,16.875,160,16.875,200,13.5,160,16.875,160,16.875,1369,324,0,0,0,0,0,0,0,0,0,1,0,0
1949,35,1,1,1128,1410,1128,1128,1,1,1,1,,,,,,,40,2,,,,4,5,4,4,43423733,1,1,2,0,0,0,0,0,0,0,0,1,0,0,18,0,0,0,,0,7.0500002,160,7.0500002,200,7.0500002,160,7.0500002,160,7.0500002,1225,324,1,0,0,0,0,0,0,0,0,0,0,0
1948,35,1,1,3750,2250,2250,3000,,,,,,,,,,,70,1,,,,4,5,4,4,41729880,10,1,2,0,0,0,0,0,0,1,0,0,0,0,13,0,0,0,1,1,13.392858,280,13.392858,350,6.4285712,280,8.0357141,280,10.714286,1225,169,0,0,0,0,0,0,0,0,0,1,0,0
1946,37,1,2,2440,2440,2440,2440,,,,,,,,,,,50,1,11.09,,,4,5,4,4,41322584,2,0,1,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,1,1,11.09,200,12.2,250,9.7600002,200,12.2,200,12.2,1369,225,0,1,0,0,0,0,0,0,0,0,0,0
1950,33,1,1,1420,1776,1420,1420,1,1,1,1,,,,,,,40,2,,,,4,5,4,4,40785082,1,1,2,0,0,0,0,0,0,1,0,0,0,0,17,0,1,0,,0,8.875,160,8.875,200,8.8800001,160,8.875,160,8.875,1089,289,1,0,0,0,0,0,0,0,0,0,0,0
1943,40,1,1,,,,40,,,,,,,,,,,3,1,3.3499999,,,,,,4,67281533,12,999,1,0,0,1,0,0,0,0,0,0,1,0,12,0,1,1,1,1,3.3499999,,,,,,,12,3.3333333,1600,144,0,0,0,0,0,0,0,0,0,0,0,1
1953,30,2,,,,,,,,,,,,,,,,,2,,,,,,,,40785082,3,0,,,,,,,,,,,,,16,0,1,0,,0,,,,,,,,,,900,256,0,0,1,0,0,0,0,0,0,0,0,0
1950,33,1,1,,,,500,,,,,,,,,,,20,1,8.25,,,,,,4,37248422,5,1,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,1,8.25,,,,,,,80,6.25,1089,121,0,0,0,0,1,0,0,0,0,0,0,0
1946,37,1,4,2811,2811,2811,2811,,,,,,,,,,,45,2,,,,4,5,4,4,41729880,4,1,2,0,0,0,0,1,0,1,0,0,0,0,17,0,0,0,,0,15.616667,180,15.616667,225,12.493333,180,15.616667,180,15.616667,1369,289,0,0,0,1,0,0,0,0,0,0,0,0
1949,34,1,1,1200,1500,1200,1200,,1,,,,,,,,,60,1,,,,4,5,4,4,41003172,12,1,2,0,0,0,0,1,0,1,0,0,0,0,16,0,0,0,1,1,5,240,5,300,5,240,5,240,5,1156,256,0,0,0,0,0,0,0,0,0,0,0,1
1943,40,1,1,960,1200,960,960,1,1,1,1,,,,,,,40,1,6,1,,4,5,4,4,45636837,1,999,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,1,6,160,6,200,6,160,6,160,6,1600,144,1,0,0,0,0,0,0,0,0,0,0,0
1951,32,1,1,1040,1040,1560,2600,,,,,,,,,,,40,2,13,,,4,5,4,4,53181364,6,0,1,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,,0,13,160,6.5,200,5.1999998,160,9.75,160,16.25,1024,100,0,0,0,0,0,1,0,0,0,0,0,0
1946,37,1,1,1569,2297,2450,2640,,,,,,,,,,,40,1,12.25,,,4,5,4,4,41322584,7,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,1,1,12.25,160,9.8062496,200,11.485,160,15.3125,160,16.5,1369,144,0,0,0,0,0,0,1,0,0,0,0,0
1945,38,1,3,2415,2415,2415,2415,,,,,,,,,,,40,1,,,,4,5,4,4,62042405,11,1,2,0,0,0,0,0,1,0,0,0,0,1,12,0,0,0,1,1,15.09375,160,15.09375,200,12.075,160,15.09375,160,15.09375,1444,144,0,0,0,0,0,0,0,0,0,0,1,0
1944,39,1,1,2000,2000,1500,1500,,,,,,,,,,,60,2,,,,4,5,4,4,45238930,2,0,2,0,0,1,0,0,0,0,0,1,0,0,12,0,1,0,,0,8.333333,240,8.333333,300,6.6666665,240,6.25,240,6.25,1521,144,0,1,0,0,0,0,0,0,0,0,0,0
1953,30,1,1,1400,1120,1120,1400,,,,,,,,,,,40,2,7,,,4,5,4,4,44790759,9,0,1,0,0,0,0,0,0,0,0,0,1,0,13,0,1,0,,0,7,160,8.75,200,5.5999999,160,7,160,8.75,900,169,0,0,0,0,0,0,0,0,1,0,0,0
1948,35,1,1,,,1005,1825,,,,,,,,,,,45,1,7.5,,,,,4,4,71484685,12,1,1,0,0,0,0,0,0,0,0,0,1,0,13,0,1,0,1,1,7.5,,,,,180,5.5833335,180,10.138889,1225,169,0,0,0,0,0,0,0,0,0,0,0,1
1953,30,1,1,1096,305,300,75,,,,,,,,,,,16,2,10,,,4,5,4,4,42448560,8,1,1,0,0,1,0,0,0,0,0,0,0,1,16,0,0,0,,0,10,64,17.125,80,3.8125,64,4.6875,64,1.171875,900,256,0,0,0,0,0,0,0,1,0,0,0,0
1943,40,1,1,3000,3750,3000,3000,,1,,,,,,,,,40,1,17.67,,,4,5,4,4,43428603,11,999,1,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,1,1,17.67,160,18.75,200,18.75,160,18.75,160,18.75,1600,144,0,0,0,0,0,0,0,0,0,0,1,0
1947,36,1,1,2300,2500,2000,2000,,,,,,,,,,,50,1,,,,4,5,4,4,43851739,2,1,2,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,1,1,11.5,200,11.5,250,10,200,10,200,10,1296,196,0,1,0,0,0,0,0,0,0,0,0,0
1947,36,1,1,429,322,,,,,,,,,,,,,32,1,3.3499999,,,4,3,,,43250972,8,0,1,0,0,1,0,0,0,0,0,1,0,0,12,0,0,0,1,1,3.3499999,128,3.3515625,96,3.3541667,,,,,1296,144,0,0,0,0,0,0,0,1,0,0,0,0
1951,32,1,1,1711,1711,1537,1711,,,,,,,,,,,40,2,9.1499996,,,4,5,4,4,36219487,3,0,1,0,0,0,0,0,0,0,0,0,1,0,12,1,0,0,,0,9.1499996,160,10.69375,200,8.5550003,160,9.6062498,160,10.69375,1024,144,0,0,1,0,0,0,0,0,0,0,0,0
1953,30,,,,,,,,,,,,,,,,,,2,,,,,,,,52582490,7,0,,,,,,,,,,,,,12,1,1,0,,0,,,,,,,,,,900,144,0,0,0,0,0,0,1,0,0,0,0,0
1946,37,1,4,,,,888,,,,,,,,,,,40,1,5.5,,,,,,4,37908583,11,0,1,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,1,1,5.5,,,,,,,160,5.5500002,1369,196,0,0,0,0,0,0,0,0,0,0,1,0
1950,33,1,4,2500,2350,2350,2350,,,,,,,,,,,50,2,,,,4,5,4,4,54529989,3,1,2,0,0,0,0,1,0,1,0,0,0,0,17,0,1,0,,0,12.5,200,12.5,250,9.3999996,200,11.75,200,11.75,1089,289,0,0,1,0,0,0,0,0,0,0,0,0
1950,33,2,,,,,,,,,,,,,,,,,2,,,,,,,,43503183,12,0,,,,,,,,,,,,,12,0,0,0,,0,,,,,,,,,,1089,144,0,0,0,0,0,0,0,0,0,0,0,1
1954,29,1,1,1600,1600,1600,1600,,,,,,,,,,,55,2,,,,4,5,4,4,64488330,5,999,2,0,0,0,0,0,0,1,0,0,0,0,14,0,0,0,,0,7.2727275,220,7.2727275,275,5.818182,220,7.2727275,220,7.2727275,841,196,0,0,0,0,1,0,0,0,0,0,0,0
1953,30,,,,,,,,,,,,,,,,,,2,,,,,,,,55483593,10,0,,,,,,,,,,,,,16,1,1,0,,0,,,,,,,,,,900,256,0,0,0,0,0,0,0,0,0,1,0,0
1944,39,1,1,800,1000,800,800,1,1,1,1,,,,,,,40,2,5,1,,4,5,4,4,47305663,8,1,1,0,1,0,0,0,0,0,0,1,0,0,12,1,0,0,,0,5,160,5,200,5,160,5,160,5,1521,144,0,0,0,0,0,0,0,1,0,0,0,0
1953,30,1,1,600,300,100,100,,,,,,,,,,,45,2,,,,4,5,4,4,37248422,7,0,2,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,,0,3.3333333,180,3.3333333,225,1.3333334,180,.55555558,180,.55555558,900,36,0,0,0,0,0,0,1,0,0,0,0,0
1954,29,1,1,1910,2387,1910,1910,,1,,,,,,,,,40,2,11.9,,,4,5,4,4,37431793,7,999,1,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,,0,11.9,160,11.9375,200,11.935,160,11.9375,160,11.9375,841,144,0,0,0,0,0,0,1,0,0,0,0,0
1948,35,1,1,960,1200,960,960,,1,,,,,,,,,40,2,6,,,4,5,4,4,47599221,2,1,1,0,0,0,0,0,0,0,0,0,0,0,16,1,1,0,,0,6,160,6,200,6,160,6,160,6,1225,256,0,1,0,0,0,0,0,0,0,0,0,0
1946,37,1,5,458,458,458,458,,,,,,,,,,,45,1,,,,4,5,4,4,36574273,11,1,2,0,0,0,0,0,1,0,0,0,1,0,14,0,0,0,0,0,2.5444446,180,2.5444446,225,2.0355556,180,2.5444446,180,2.5444446,1369,196,0,0,0,0,0,0,0,0,0,0,1,0
1949,34,1,5,1800,1800,1800,1800,,,,,,,,,,,40,1,,,,4,5,4,4,42521807,8,0,2,0,0,0,0,0,1,0,1,0,0,0,13,0,0,0,1,1,11.25,160,11.25,200,9,160,11.25,160,11.25,1156,169,0,0,0,0,0,0,0,1,0,0,0,0
1946,37,1,1,1750,1750,1750,1750,,,,,,,,,,,40,2,16,,,4,5,4,4,40120814,11,0,1,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,,0,16,160,10.9375,200,8.75,160,10.9375,160,10.9375,1369,225,0,0,0,0,0,0,0,0,0,0,1,0
1953,30,1,1,4500,3250,3250,3250,,,,,,,,,,,60,2,,,,4,5,4,4,35918121,12,1,2,0,0,0,0,0,0,1,0,0,0,0,16,0,0,0,,0,18.75,240,18.75,300,10.833333,240,13.541667,240,13.541667,900,256,0,0,0,0,0,0,0,0,0,0,0,1
1945,38,1,1,2000,1600,1600,2000,,,,,,,,,,,40,1,10,,,4,5,4,4,49205500,3,0,1,0,0,0,0,0,0,0,0,0,1,0,12,0,1,0,1,1,10,160,12.5,200,8,160,10,160,12.5,1444,144,0,0,1,0,0,0,0,0,0,0,0,0
1951,32,1,1,284,355,284,284,,1,,,,,,,,,40,1,3.3499999,,,4,5,4,4,40602970,7,1,1,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,1,1,3.3499999,160,1.775,200,1.775,160,1.775,160,1.775,1024,144,0,0,0,0,0,0,1,0,0,0,0,0
1953,30,1,1,2113,2113,2113,2113,,,,,,,,,,,40,2,,,,4,5,4,4,57727202,8,0,2,0,0,0,1,0,0,0,0,1,0,0,16,1,0,0,,0,13.20625,160,13.20625,200,10.565,160,13.20625,160,13.20625,900,256,0,0,0,0,0,0,0,1,0,0,0,0
1953,30,,,,,,,,,,,,,,,,,,2,,,,,,,,55256176,5,0,,,,,,,,,,,,,14,0,1,0,,0,,,,,,,,,,900,196,0,0,0,0,1,0,0,0,0,0,0,0
1947,36,1,4,3450,2300,2300,2300,,,,,,,,,,,40,1,,,,4,5,4,4,51718400,11,1,2,0,0,0,0,0,1,1,0,0,0,0,16,0,0,0,1,1,21.5625,160,21.5625,200,11.5,160,14.375,160,14.375,1296,256,0,0,0,0,0,0,0,0,0,0,1,0
1947,36,1,1,2400,3000,2400,2400,1,1,1,1,,,,,,,40,2,15,1,,4,5,4,4,39797780,4,0,1,0,0,0,0,0,0,1,0,0,0,0,16,0,0,0,,0,15,160,15,200,15,160,15,160,15,1296,256,0,0,0,1,0,0,0,0,0,0,0,0
1952,31,1,1,3000,3000,3000,,,,,,,,,,,,50,2,,,,4,5,4,1,53401701,10,1,2,0,0,0,0,1,0,1,0,0,0,0,18,0,0,0,,0,15,200,15,250,12,200,15,50,,961,324,0,0,0,0,0,0,0,0,0,1,0,0
1954,29,1,1,2150,1720,1720,2150,,,,,,,,,,,40,2,10.75,,,4,5,4,4,59746834,9,999,1,0,0,1,0,0,0,0,0,0,1,0,14,0,0,0,,0,10.75,160,13.4375,200,8.6000004,160,10.75,160,13.4375,841,196,0,0,0,0,0,0,0,0,1,0,0,0
1952,31,1,4,1920,1280,1280,1280,,,,,,,,,,,40,1,8.0500002,,,4,5,4,4,43735505,6,0,1,0,0,0,0,0,0,0,0,0,1,0,12,0,1,0,1,1,8.0500002,160,12,200,6.4000001,160,8,160,8,961,144,0,0,0,0,0,1,0,0,0,0,0,0
1951,32,1,1,1376,1500,1492,2014,,,,,,,,,,,30,2,17.190001,,,4,5,4,4,50817747,4,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,0,17.190001,120,11.466666,150,10,120,12.433333,120,16.783333,1024,144,0,0,0,1,0,0,0,0,0,0,0,0
1953,30,,,,,,,,,,,,,,,,,,1,,,,,,,,86505653,4,1,,,,,,,,,,,,,15,0,1,0,1,1,,,,,,,,,,900,225,0,0,0,1,0,0,0,0,0,0,0,0
1948,35,1,3,1750,1750,1750,1750,,,,,,,,,,,40,2,,,,4,5,4,4,49241442,3,0,2,0,0,0,0,0,1,0,0,0,0,0,14,1,0,0,,0,10.9375,160,10.9375,200,8.75,160,10.9375,160,10.9375,1225,196,0,0,1,0,0,0,0,0,0,0,0,0
1954,29,1,1,675,675,675,675,,,,,,,,,,,40,1,8.75,,,4,5,4,4,40651075,4,999,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,1,8.75,160,4.21875,200,3.375,160,4.21875,160,4.21875,841,196,0,0,0,1,0,0,0,0,0,0,0,0
1951,32,1,1,1050,1000,1000,1000,,,,,,,,,,,40,2,7.3000002,,,4,5,4,4,37248422,2,1,1,0,0,0,0,1,0,0,0,0,0,1,10,1,0,0,,0,7.3000002,160,6.5625,200,5,160,6.25,160,6.25,1024,100,0,1,0,0,0,0,0,0,0,0,0,0
1948,35,1,1,5000,5000,5000,5000,,,,,,,,,,,50,2,,,,4,5,4,4,43423733,6,0,2,0,0,0,0,0,0,1,0,0,0,0,16,0,0,0,,0,25,200,25,250,20,200,25,200,25,1225,256,0,0,0,0,0,1,0,0,0,0,0,0
1952,31,1,1,,,,,,,,,,,,,,,30,2,,,,4,5,4,4,42667527,4,0,2,0,0,0,1,0,0,0,0,1,0,0,18,0,0,0,,0,,120,,150,,120,,120,,961,324,0,0,0,1,0,0,0,0,0,0,0,0
1954,29,1,1,850,850,800,800,,,,,,,,,,,40,2,5.25,,,4,5,4,4,39077366,4,999,1,0,0,1,0,0,0,1,0,0,0,0,16,0,0,0,,0,5.25,160,5.3125,200,4.25,160,5,160,5,841,256,0,0,0,1,0,0,0,0,0,0,0,0
1953,30,1,1,1354,1354,1354,1804,,,,,,,,,,,40,2,11.28,,,4,5,4,4,40602970,10,1,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,,0,11.28,160,8.4624996,200,6.77,160,8.4624996,160,11.275,900,81,0,0,0,0,0,0,0,0,0,1,0,0
1946,37,1,2,1940,1254,1254,1254,,,,,,,,,,,72,1,,,,4,5,4,4,36405728,9,1,2,0,0,0,0,0,1,0,0,0,0,1,15,0,0,0,1,1,6.7361112,288,6.7361112,360,3.4833333,288,4.3541665,288,4.3541665,1369,225,0,0,0,0,0,0,0,0,1,0,0,0
1953,30,,,,,,,,,,,,,,,,,,2,,,,,,,,40079962,6,0,,,,,,,,,,,,,12,0,0,0,,0,,,,,,,,,,900,144,0,0,0,0,0,1,0,0,0,0,0,0
1949,34,2,,,,,,,,,,,,,,,,,2,,,,,,,,40130069,7,1,,,,,,,,,,,,,16,0,1,0,,0,,,,,,,,,,1156,256,0,0,0,0,0,0,1,0,0,0,0,0
1952,31,1,1,900,300,300,300,,,,,,,1,,,,40,2,,,,4,5,4,4,54278699,4,0,2,0,0,1,0,0,0,0,0,1,0,0,14,0,1,0,,0,5.625,160,5.625,200,1.5,160,1.875,160,1.875,961,196,0,0,0,1,0,0,0,0,0,0,0,0
1946,37,1,2,1162,1162,1090,1090,,,,,,,,,,,40,1,,,,4,5,4,4,38254925,11,1,2,0,0,0,0,0,0,1,0,0,0,0,18,0,0,1,1,1,7.2624998,160,7.2624998,200,5.8099999,160,6.8125,160,6.8125,1369,324,0,0,0,0,0,0,0,0,0,0,1,0
1946,37,1,1,3132,2088,2088,3132,,,,,,,,,,,40,1,7,1,,4,5,4,4,58464102,12,1,1,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,1,1,7,160,19.575001,200,10.44,160,13.05,160,19.575001,1369,169,0,0,0,0,0,0,0,0,0,0,0,1
1948,35,1,1,,,850,850,,,,,,,,,,,40,2,,,,,1,4,4,43212600,10,1,2,0,0,1,0,0,0,0,0,0,0,1,12,1,0,0,,0,5.3125,,,40,,160,5.3125,160,5.3125,1225,144,0,0,0,0,0,0,0,0,0,1,0,0
1954,29,1,1,1200,960,960,1200,,,,,,,,,,,40,2,6,,,4,5,4,4,61203612,2,999,1,0,0,1,0,0,0,0,0,0,0,0,12,0,1,0,,0,6,160,7.5,200,4.8000002,160,6,160,7.5,841,144,0,1,0,0,0,0,0,0,0,0,0,0
1952,31,3,2,1888,1900,1900,1888,,,,,,,,,,,40,2,11.8,,,4,5,4,4,63973715,3,1,1,0,0,0,0,0,1,1,0,0,0,0,16,0,0,0,,0,11.8,160,11.8,200,9.5,160,11.875,160,11.8,961,256,0,0,1,0,0,0,0,0,0,0,0,0
1946,37,2,,,,,,,,,,,,,,,,,1,,,,,,,,43275431,10,0,,,,,,,,,,,,,12,0,0,0,1,1,,,,,,,,,,1369,144,0,0,0,0,0,0,0,0,0,1,0,0
1953,30,1,1,3200,3200,3200,3200,,,,,,,,,,,40,1,19,,,4,5,4,4,41828698,9,0,1,0,1,0,0,0,0,1,0,0,0,0,13,0,0,0,1,1,19,160,20,200,16,160,20,160,20,900,169,0,0,0,0,0,0,0,0,1,0,0,0
